"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Running","Run","","","","2020-07-04","","3350.68994140625","","","","","0.751067221164703","1.2389999628067","","55","","115","127","","","0.512896169595239","21.73","45","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"EXTENSIVE ENDURANCE RIDE - BY HR","Bike","","2.5","","2020-07-05","Heart rate will drift up as you fatigue so start segments at low end of zone and with equal effort you'll likely find HR near top of zone at the end.","45991.140625","","","","","2.49301433563232","5.12400007247925","","","","126","155","","","0.600378242160014","101.85","32","114","4","0","0","","","","","","","","","","","","","","","","",""
"RECOVERY DAY","Day Off","","","","2020-07-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-07","","6226.10986328125","","","","","0.757786929607391","2.28200006484985","","74","","142","184","","","0.892105433473051","66.35","21","13","3","8","1","0","0","","","","","","","","","","","","","","",""
"Mixed pace","Swim","WU: 100 swim easy. 50 kick easy. 100 swim moderate. 50 kick moderate. 100 swim building speed throughout. 50 kick building speed throughout. MS: 3 x 100 (20” rest) Start easy. Make each 100 faster. Rest 1 minute after last one. 200 constant, moderate pace. Rest 1 minute. 2 x 100 (20” rest) each faster than #3 of first set. CD: 100e asy swim. Total: 1250","","1143","2020-07-07","","","","",""," *07/07/2020 Quincy Wofford: Holidays got me messed up. Didn't book a lane on time. I will do this training set tomorrow at 7am.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1.33333333333333","","2020-07-08","","27215.880859375","","","","","1.39853894710541","5.4060001373291","","","","132","157","","","0.637345378437423","63.45","13","49","22","0","0","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2020-07-08","","1000","","",""," *07/08/2020 Quincy Wofford: Make up for yesterday's swim. Of course I missed the first 100m warmup and part of my kick warmup. I'll learn to push the buttons right eventually...*","0.410451388888889","0.67476383265857","","21","","","","","","1.03616182725658","45.66","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-09","","5232.56005859375","","","","","0.690738320350647","2.10400009155273","","73","","142","177","","","0.822276277539281","51.27","16","9","12","4","0","0","0","","","","","","","","","","","","","","",""
"GDC02","Swim","300 = 300 swim warm up 400 = 4 x 100 w/30"" 100 = kick 400 = 8 x 50 w/30""","0.4","1097.28002929688","2020-07-09","","1050","","","","","0.421236667633057","0.690789473684211","","21","","","","","","1.06011370443104","50.19","","","","","","","","","","","","","","","","","","","","","",""
"INDEPENDENCE DAY OBSERVED","Custom","","","","2020-07-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1.25","","2020-07-10","","24004.580078125","","","","","1.27784609794617","5.21799993515015","","","","130","156","","","0.614675988477375","53.81","9","61","6","0","0","","","","","","","","","","","","","","","","",""
"INDEPENDENCE DAY","Custom","","","","2020-07-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","","1.16666666666667","","2020-07-11","","7465.14990234375","","","","","1.16724896430969","1.77699995040894","","69","","142","175","","","0.702940815854594","64.15","47","11","10","3","0","0","0","","","","","","","","","","","","","","",""
"EXTENSIVE ENDURANCE RIDE - BY HR","Bike","","2.5","","2020-07-12","Heart rate will drift up as you fatigue so start segments at low end of zone and with equal effort you'll likely find HR near top of zone at the end.","48993.48046875","","","","","2.56534242630005","5.30499982833862","","","","139","169","","","0.668484348863119","130.02","11","67","74","2","0","","","","","","","","","","","","","","","","",""
"RECOVERY DAY","Day Off","","","","2020-07-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-14","","4489.85986328125","","","","","0.605483055114746","2.05999994277954","","72","","138","170","","","0.803403189828485","42.76","21","10","5","0","0","0","0","","","","","","","","","","","","","","",""
"10 50's","Swim","WU: 200 free, 100 kick. 3 x 100 done as 25 R arm only, 25 L arm only, 50 free. MS: Try to make the times for these as consistent as possible. Recoveries are in seconds within parentheses. 10 x 50 @ (10”). CD: 100 easy. Total—1200","","1097.28002929688","2020-07-14","","1075","","",""," *07/14/2020 Quincy Wofford: My effort on this was less than last week. I would describe last week's swims as ""hard"" and this swim as ""moderate"". I'm still figuring out my endurance pace.*","0.426483332316081","0.697598961713173","","20","","","","","","1.07200230595555","52.54","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1.33333333333333","","2020-07-15","","26405.580078125","","","","","1.34236478805542","5.46400022506714","","","","126","174","","","0.636761285159613","60.73","27","37","15","3","0","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-16","","4589.27978515625","","","","","0.629070281982422","2.02600002288818","","73","","133","163","","","0.793566815647985","43.39","28","10","0","0","0","0","0","","","","","","","","","","","","","","",""
"75s descending","Swim","WU: 200 SWIM + 100 KICK MS: Recoveries are indicated in parentheses as seconds. 3 x 75 descending times (30”). 50 kick easy. 3 x 75 descending times (30”). 50 kick easy. 3 x 75 descending times (30”). 50 kick easy. 1 x 75 fastest of workout (easy 25 swim). CD: 100 easy swim. Total—1150","","1051.56005859375","2020-07-16","","1000","","","","","0.356516112221612","0.773395204949729","","22","","","","","","1.19291680384629","60.52","","","","","","","","","","","","","","","","","","","","","",""
"INDEPENDENCE DAY OBSERVED","Custom","","","","2020-07-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1.25","","2020-07-17","","26393.2416100809","","",""," *07/17/2020 Quincy Wofford: Watch didn't record. Same route as Tuesday.* *07/17/2020 Quincy Wofford: Wednesday I mean*","1.28333333333333","5.71282285932488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INDEPENDENCE DAY","Custom","","","","2020-07-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","","1.16666666666667","","2020-07-18","","7177.740234375","","","","","1.16789329051971","1.70700001716614","","66","","","","","","0.675671184859628","59.29","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-07-18","","2014.52001953125","","","","","0.415508627891541","1.34700000286102","","58","","","","","","0.629906972158326","17.87","","","","","","","","","","","","","","","","","","","","","",""
"EXTENSIVE ENDURANCE RIDE - BY HR","Bike","","2.5","","2020-07-19","Heart rate will drift up as you fatigue so start segments at low end of zone and with equal effort you'll likely find HR near top of zone at the end.","49095.69140625","","","","","2.49872875213623","5.45800018310547","","","","138","167","","","0.6751826446005","129.1","12","64","70","4","0","","","","","","","","","","","","","","","","",""
"RECOVERY WEEK","Day Off","","","","2020-07-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400 TO 100 LADDER","Swim","400 = 400 SWIM - Alternate breast and free by 25's. 300 = 2X (100, 50) w/30 sec rest 200 = 4X 50 w/30 sec rest 100 = 100 swim 1000 TOTAL","0.366666666666667","914.400024414063","2020-07-21","","1025","","","","","0.369682500627306","0.766068759342302","","23","","","","","","1.17919136529096","60.62","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.333333333333333","","2020-07-21","","9503.7099609375","","","","","2.27694201469421","1.15900003910065","","50","","108","156","","","0.492233734727772","62.39","136","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-07-21","","3338.7099609375","","","","","0.465323895215988","1.99300003051758","","72","","134","166","","","0.774529774629837","30.33","15","12","1","0","0","0","0","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","0.833333333333333","","2020-07-22","","11066.41015625","","","","","0.915792524814606","3.35700011253357","","","","122","163","","","0.632435251180056","40.49","26","19","9","1","0","","","","","","","","","","","","","","","","",""
"AEROBIC 100's","Swim","WU: 450 = 100 swim easy 50 kick easy 100 swim moderate 50 kick moderate 100 swim build speed 50 kick build speed. ----------------- MS: 400 = 4 x 100 (10” rest) ------------------ CD 200 easy swim. Mixed stroke if you like ------------------ Total: 1050","0.366666666666667","1050","2020-07-23","","900","","","","","0.333283333778381","0.748752079866889","","22","","","","","","1.14846623340164","50.49","","","","","","","","","","","","","","","","","","","","","",""
"EASY RUN","Run","","0.333333333333333","","2020-07-23","","4083.7900390625","","","","","0.593930780887604","1.9099999666214","","71","","126","160","","","0.761464739931063","37.67","34","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","0.75","","2020-07-24","","16213.51953125","","","","","0.691956639289856","6.50899982452393","","","","134","180","","","0.667698011028004","33.86","7","20","13","1","0","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","","1.1","","2020-07-25","","7648.1298828125","","","","","1.29805660247803","1.63699996471405","","67","","133","171","","","0.669671707445221","64.91","58","14","6","0","0","0","0","","","","","","","","","","","","","","",""
"EXTENSIVE ENDURANCE RIDE - BY HR","Bike","Got rained out yesterday. Did a makeup ride today (Monday)","1.5","","2020-07-26","Heart rate will drift up as you fatigue so start segments at low end of zone and with equal effort you'll likely find HR near top of zone at the end.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECOVERY DAY","Day Off","","","","2020-07-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-07-27","","33609.73828125","","","","","1.65266966819763","5.64900016784668","","","","133","159","","","0.63324798242615","74.35","13","64","22","0","0","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-28","","8724.7802734375","","","","","1.77081453800201","1.36899995803833","","57","","110","159","","","0.545869300449317","59.28","106","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Geoff ladder 01","Swim","300 swim 3 x 100 swim w/30 sec rest 6 x 50 kick w/20 sec rest 6 x 50 swim w/20 sec rest","0.333333333333333","1097.28002929688","2020-07-28","","900","","","","","0.307886944876777","0.809352517985611","","22","","","","","","1.24319871748116","59.16","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-07-28","","5742.14013671875","","","","","0.798276662826538","1.99800002574921","","74","","134","167","","","0.788391082026827","54.66","39","7","2","0","0","0","0","","","","","","","","","","","","","","",""
"Z2 ENDURANCE RIDE - BY HR","Bike","","1.33333333333333","","2020-07-29","","23428.060546875","","","","","1.6395263671875","3.96900010108948","","","","138","173","","","0.699892161685367","90.07","20","28","43","8","0","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.6","","2020-07-30","","4099.8701171875","","","","","0.602140545845032","1.89100003242493","","70","","141","163","","","0.826596058518802","45.01","24","11","1","0","0","0","0","","","","","","","","","","","","","","",""
